example_id,x,TARGET
0,0,0.800000012
1,0.001,0.7999998927116394
2,0.002,0.7999996542930603
3,0.003,0.7999991178512573
4,0.004,0.799998403
5,0.005,0.7999975085258484
6,0.006,0.7999964356422424
7,0.007,0.7999951243400574
8,0.008,0.799993634
9,0.009,0.7999919056892395
10,0.01,0.7999899983406067
11,0.010999999940395355,0.7999879121780396
12,0.012000000104308128,0.7999855875968933
13,0.013000000268220901,0.7999831438064575
14,0.014000000432133675,0.7999804019927979
15,0.014999999664723873,0.7999774813652039
16,0.016000001,0.7999743819236755
17,0.017000000923871994,0.7999711036682129
18,0.017999999225139618,0.7999676465988159
19,0.018999999,0.7999638915061951
20,0.019999999552965164,0.7999600172042847
21,0.020999999716877937,0.7999559044837952
22,0.022,0.7999516129493713
23,0.023000000044703484,0.7999471426010132
24,0.024000000208616257,0.7999424338340759
25,0.025,0.7999374866485596
26,0.026000000536441803,0.7999324202537537
27,0.027000000700354576,0.7999271154403687
28,0.028000001,0.7999216318130493
29,0.028999999165534973,0.7999159097671509
30,0.029999999329447746,0.7999100089073181
31,0.030999999,0.799903929
32,0.032000002,0.7998976111412048
33,0.032999999821186066,0.7998911142349243
34,0.034000002,0.7998844385147095
35,0.035,0.7998775243759155
36,0.035999998450279236,0.7998704314231873
37,0.037,0.7998631000518799
38,0.037999999,0.799855649
39,0.039000000804662704,0.7998479008674622
40,0.039999999,0.7998400330543518
41,0.041000001,0.7998319268226624
42,0.041999999433755875,0.7998236417770386
43,0.043000001,0.7998151183128357
44,0.044,0.7998064160346985
45,0.045000002,0.7997974753379822
46,0.046,0.7997884154319763
47,0.046999998,0.7997791171073914
48,0.048,0.7997695803642273
49,0.048999999,0.7997599244117737
50,0.050000001,0.79975003
51,0.050999999046325684,0.7997399568557739
52,0.052000001072883606,0.7997296452522278
53,0.052999999,0.7997190952301025
54,0.054000001,0.7997084259986877
55,0.054999999701976776,0.7996975779533386
56,0.056000002,0.7996864318847656
57,0.057,0.7996751666069031
58,0.057999998331069946,0.7996636629104614
59,0.059,0.7996519207954407
60,0.059999999,0.7996400594711304
61,0.061000000685453415,0.79962796
62,0.061999999,0.7996156215667725
63,0.063000001,0.7996031641960144
64,0.064000003,0.7995904684066772
65,0.064999998,0.799577534
66,0.066,0.7995644807815552
67,0.067000002,0.7995511889457703
68,0.068000004,0.7995376586914062
69,0.068999998,0.7995239496231079
70,0.07,0.7995100617408752
71,0.071000002,0.7994959354400635
72,0.071999997,0.7994816899299622
73,0.072999999,0.7994672060012817
74,0.074000001,0.7994524836540222
75,0.075000003,0.7994375824928284
76,0.075999998,0.7994224429130554
77,0.077,0.7994071841239929
78,0.078000002,0.7993916869163513
79,0.079000004,0.7993759512901306
80,0.079999998,0.7993600964546204
81,0.081,0.799344003
82,0.082000002,0.7993277311325073
83,0.082999997,0.7993112206459045
84,0.083999999,0.7992945313453674
85,0.085000001,0.7992776036262512
86,0.086000003,0.7992605566978455
87,0.086999997,0.7992432117462158
88,0.088,0.7992257475852966
89,0.089000002,0.7992080450057983
90,0.090000004,0.7991901636123657
91,0.090999998,0.799172044
92,0.092,0.799153745
93,0.093000002,0.7991352677345276
94,0.093999997,0.7991165518760681
95,0.094999999,0.7990977168083191
96,0.096000001,0.7990785837173462
97,0.097000003,0.7990593314170837
98,0.097999997,0.7990397810935974
99,0.098999999,0.7990201115608215
100,0.10000000149011612,0.7990002036094666
101,0.10100000351667404,0.7989801168441772
102,0.10199999809265137,0.7989598512649536
103,0.10300000011920929,0.7989393472671509
104,0.10400000214576721,0.7989186644554138
105,0.10499999672174454,0.7988977432250977
106,0.10599999874830246,0.7988767027854919
107,0.10700000077486038,0.7988553643226624
108,0.1080000028014183,0.7988339066505432
109,0.10899999737739563,0.798812211
110,0.10999999940395355,0.7987903356552124
111,0.11100000143051147,0.7987682223320007
112,0.1120000034570694,0.7987459301948547
113,0.11299999803304672,0.7987234592437744
114,0.11400000005960464,0.79870075
115,0.11500000208616257,0.7986778616905212
116,0.11599999666213989,0.7986547946929932
117,0.11699999868869781,0.798631489
118,0.11800000071525574,0.7986080050468445
119,0.11900000274181366,0.7985843420028687
120,0.11999999731779099,0.7985604405403137
121,0.12099999934434891,0.7985363602638245
122,0.12200000137090683,0.7985121011734009
123,0.12300000339746475,0.7984876036643982
124,0.12399999797344208,0.7984629273414612
125,0.125,0.7984380125999451
126,0.12600000202655792,0.7984129786491394
127,0.12700000405311584,0.7983876466751099
128,0.12800000607967377,0.7983621954917908
129,0.1289999932050705,0.7983364462852478
130,0.12999999523162842,0.7983106374740601
131,0.13099999725818634,0.7982845306396484
132,0.13199999928474426,0.7982582449913025
133,0.13300000131130219,0.7982317805290222
134,0.1340000033378601,0.7982050776481628
135,0.13500000536441803,0.7981781959533691
136,0.13600000739097595,0.7981511354446411
137,0.13699999451637268,0.798123837
138,0.1379999965429306,0.7980963587760925
139,0.13899999856948853,0.7980687022209167
140,0.14000000059604645,0.7980408072471619
141,0.14100000262260437,0.7980127334594727
142,0.1420000046491623,0.7979844808578491
143,0.14300000667572021,0.7979559898376465
144,0.14399999380111694,0.7979273200035095
145,0.14499999582767487,0.7978984713554382
146,0.1459999978542328,0.7978693842887878
147,0.1469999998807907,0.7978400588035583
148,0.14800000190734863,0.7978106141090393
149,0.14900000393390656,0.7977809309959412
150,0.15000000596046448,0.7977510690689087
151,0.1509999930858612,0.7977210283279419
152,0.15199999511241913,0.797690749
153,0.15299999713897705,0.7976602911949158
154,0.15399999916553497,0.7976295948028564
155,0.1550000011920929,0.7975987195968628
156,0.15600000321865082,0.7975676655769348
157,0.15700000524520874,0.7975363731384277
158,0.15800000727176666,0.7975049018859863
159,0.1589999943971634,0.7974732518196106
160,0.1599999964237213,0.7974414229393005
161,0.16099999845027924,0.7974092960357666
162,0.16200000047683716,0.7973770499229431
163,0.16300000250339508,0.7973446249961853
164,0.164000005,0.7973119616508484
165,0.16500000655651093,0.7972790598869324
166,0.16599999368190765,0.797245979
167,0.16699999570846558,0.7972127795219421
168,0.1679999977350235,0.7971792817115784
169,0.16899999976158142,0.7971456050872803
170,0.17000000178813934,0.7971117496490479
171,0.17100000381469727,0.7970777153968811
172,0.1720000058412552,0.7970434427261353
173,0.17299999296665192,0.7970089316368103
174,0.17399999499320984,0.7969743609428406
175,0.17499999701976776,0.796939492
176,0.17599999904632568,0.796904445
177,0.1770000010728836,0.796869159
178,0.17800000309944153,0.7968336939811707
179,0.17900000512599945,0.79679805
180,0.18000000715255737,0.7967621684074402
181,0.1809999942779541,0.7967261672019958
182,0.18199999630451202,0.7966899275779724
183,0.18299999833106995,0.7966534495353699
184,0.18400000035762787,0.796616793
185,0.1850000023841858,0.7965799570083618
186,0.1860000044107437,0.7965428829193115
187,0.18700000643730164,0.7965056300163269
188,0.18799999356269836,0.796468198
189,0.1889999955892563,0.7964305281639099
190,0.1899999976158142,0.7963927388191223
191,0.19099999964237213,0.7963547110557556
192,0.19200000166893005,0.7963164448738098
193,0.19300000369548798,0.7962779998779297
194,0.1940000057220459,0.7962393164634705
195,0.19499999284744263,0.7962005138397217
196,0.19599999487400055,0.7961614727973938
197,0.19699999690055847,0.7961222529411316
198,0.1979999989271164,0.7960827946662903
199,0.19900000095367432,0.7960431575775146
200,0.20000000298023224,0.7960033416748047
201,0.20100000500679016,0.7959632873535156
202,0.20200000703334808,0.795923114
203,0.2029999941587448,0.7958826422691345
204,0.20399999618530273,0.7958420515060425
205,0.20499999821186066,0.7958011627197266
206,0.20600000023841858,0.7957601547241211
207,0.2070000022649765,0.7957189083099365
208,0.20800000429153442,0.7956775426864624
209,0.20900000631809235,0.7956358790397644
210,0.20999999344348907,0.7955940961837769
211,0.210999995,0.7955520153045654
212,0.21199999749660492,0.7955098152160645
213,0.21299999952316284,0.7954673767089844
214,0.21400000154972076,0.795424759
215,0.2150000035762787,0.7953819632530212
216,0.2160000056028366,0.7953389286994934
217,0.21699999272823334,0.7952957153320312
218,0.21799999475479126,0.7952523231506348
219,0.21899999678134918,0.7952086925506592
220,0.2199999988079071,0.7951648831367493
221,0.22100000083446503,0.795120895
222,0.22200000286102295,0.7950766682624817
223,0.22300000488758087,0.795032263
224,0.2240000069141388,0.7949876189231873
225,0.22499999403953552,0.7949428558349609
226,0.22599999606609344,0.7948978543281555
227,0.22699999809265137,0.7948526740074158
228,0.2280000001192093,0.7948072552680969
229,0.2290000021457672,0.794761598
230,0.23000000417232513,0.7947158217430115
231,0.23100000619888306,0.7946698069572449
232,0.23199999332427979,0.794623613
233,0.2329999953508377,0.7945772409439087
234,0.23399999737739563,0.7945306301116943
235,0.23499999940395355,0.7944838404655457
236,0.23600000143051147,0.7944368720054626
237,0.2370000034570694,0.7943896651268005
238,0.23800000548362732,0.7943422794342041
239,0.23899999260902405,0.7942947149276733
240,0.23999999463558197,0.7942469120025635
241,0.2409999966621399,0.7941989302635193
242,0.24199999868869781,0.7941507697105408
243,0.24300000071525574,0.7941023707389832
244,0.24400000274181366,0.7940537929534912
245,0.24500000476837158,0.7940050363540649
246,0.2460000067949295,0.7939560413360596
247,0.24699999392032623,0.7939068675041199
248,0.24799999594688416,0.7938575148582458
249,0.24899999797344208,0.7938079237937927
250,0.25,0.7937581539154053
251,0.25099998712539673,0.7937082052230835
252,0.25200000405311584,0.7936580181121826
253,0.2529999911785126,0.7936076521873474
254,0.2540000081062317,0.7935571074485779
255,0.2549999952316284,0.7935063242912292
256,0.25600001215934753,0.7934553623199463
257,0.25699999928474426,0.793404222
258,0.257999986,0.7933528423309326
259,0.2590000033378601,0.7933012843132019
260,0.25999999046325684,0.7932495474815369
261,0.26100000739097595,0.7931975722312927
262,0.2619999945163727,0.7931454181671143
263,0.2630000114440918,0.7930930852890015
264,0.2639999985694885,0.7930405139923096
265,0.26499998569488525,0.7929877638816833
266,0.26600000262260437,0.7929348349571228
267,0.2669999897480011,0.7928816676139832
268,0.2680000066757202,0.7928283214569092
269,0.26899999380111694,0.7927748560905457
270,0.27000001072883606,0.7927210927009583
271,0.2709999978542328,0.7926671504974365
272,0.2720000147819519,0.7926129698753357
273,0.27300000190734863,0.7925586700439453
274,0.27399998903274536,0.7925041317939758
275,0.2750000059604645,0.792449415
276,0.2759999930858612,0.7923945188522339
277,0.2770000100135803,0.7923393845558167
278,0.27799999713897705,0.7922840118408203
279,0.27900001406669617,0.7922285199165344
280,0.2800000011920929,0.7921728491783142
281,0.2809999883174896,0.7921168804168701
282,0.28200000524520874,0.7920607924461365
283,0.28299999237060547,0.7920044660568237
284,0.2840000092983246,0.7919479608535767
285,0.2849999964237213,0.7918912768363953
286,0.28600001335144043,0.791834295
287,0.28700000047683716,0.7917772531509399
288,0.2879999876022339,0.791719913
289,0.289000005,0.7916623950004578
290,0.28999999165534973,0.7916046977043152
291,0.29100000858306885,0.7915468215942383
292,0.2919999957084656,0.791488767
293,0.2930000126361847,0.7914304137229919
294,0.2939999997615814,0.7913720011711121
295,0.29499998688697815,0.7913132905960083
296,0.29600000381469727,0.7912544012069702
297,0.296999991,0.7911953330039978
298,0.2980000078678131,0.7911360263824463
299,0.29899999499320984,0.7910765409469604
300,0.30000001192092896,0.7910168766975403
301,0.3009999990463257,0.790956974
302,0.3019999861717224,0.7908969521522522
303,0.30300000309944153,0.7908366918563843
304,0.30399999022483826,0.7907761931419373
305,0.3050000071525574,0.7907155156135559
306,0.3059999942779541,0.7906546592712402
307,0.3070000112056732,0.7905935645103455
308,0.30799999833106995,0.7905323505401611
309,0.3089999854564667,0.7904708981513977
310,0.3100000023841858,0.790409267
311,0.3109999895095825,0.7903473973274231
312,0.31200000643730164,0.7902853488922119
313,0.31299999356269836,0.7902230620384216
314,0.3140000104904175,0.7901606559753418
315,0.3149999976158142,0.7900980114936829
316,0.3160000145435333,0.7900351881980896
317,0.31700000166893005,0.7899721264839172
318,0.3179999887943268,0.7899088859558105
319,0.3190000057220459,0.7898454666137695
320,0.3199999928474426,0.7897818088531494
321,0.32100000977516174,0.7897180318832397
322,0.32199999690055847,0.7896539568901062
323,0.3230000138282776,0.7895897626876831
324,0.3240000009536743,0.7895253300666809
325,0.32499998807907104,0.7894607186317444
326,0.32600000500679016,0.7893959283828735
327,0.3269999921321869,0.7893308997154236
328,0.328000009,0.7892656922340393
329,0.32899999618530273,0.7892003059387207
330,0.33000001311302185,0.789134681
331,0.3310000002384186,0.789068878
332,0.3319999873638153,0.7890028953552246
333,0.3330000042915344,0.7889367341995239
334,0.33399999141693115,0.7888702750205994
335,0.33500000834465027,0.788803756
336,0.335999995,0.7887369394302368
337,0.3370000123977661,0.788670003
338,0.33799999952316284,0.7886027693748474
339,0.33899998664855957,0.7885354161262512
340,0.3400000035762787,0.7884678244590759
341,0.3409999907016754,0.7884000539779663
342,0.34200000762939453,0.7883321046829224
343,0.34299999475479126,0.7882639169692993
344,0.3440000116825104,0.7881955504417419
345,0.3449999988079071,0.7881270051002502
346,0.34599998593330383,0.7880582213401794
347,0.34700000286102295,0.7879893183708191
348,0.3479999899864197,0.7879201769828796
349,0.3490000069141388,0.7878507971763611
350,0.3499999940395355,0.7877812385559082
351,0.35100001096725464,0.787711501
352,0.35199999809265137,0.7876415848731995
353,0.3529999852180481,0.7875714302062988
354,0.3540000021457672,0.7875010967254639
355,0.35499998927116394,0.7874305844306946
356,0.35600000619888306,0.7873598337173462
357,0.3569999933242798,0.7872889041900635
